city,zip,state
Sonnewalde,03249,Brandenburg
Sonnschied,55758,Rheinland-Pfalz
Sonsbeck,47665,Nordrhein-Westfalen
Sontheim,87776,Bayern
Sontheim an der Brenz,89567,Baden-Württemberg
Sonthofen,87527,Bayern
Sontra,36205,Hessen
Sophienhamm,24806,Schleswig-Holstein
Sören,24241,Schleswig-Holstein
Sörgenloch,55270,Rheinland-Pfalz
Sörth,57636,Rheinland-Pfalz
Sörup,24966,Schleswig-Holstein
Sosberg,56858,Rheinland-Pfalz
Sottrum,27367,Niedersachsen
Soyen,83564,Bayern
Spabrücken,55595,Rheinland-Pfalz
Spahnharrenstätte,49751,Niedersachsen
Spaichingen,78549,Baden-Württemberg
Spall,55595,Rheinland-Pfalz
Spalt,91174,Bayern
Spangdahlem,54529,Rheinland-Pfalz
Spangenberg,34286,Hessen
Spantekow,17391,Mecklenburg-Vorpommern
Spantekow,17392,Mecklenburg-Vorpommern
Spardorf,91080,Bayern
Sparneck,95234,Bayern
Spatzenhausen,82418,Bayern
Spatzenhausen,82447,Bayern
Spay,56322,Rheinland-Pfalz
Spechbach,74937,Baden-Württemberg
Speicher,54662,Rheinland-Pfalz
Speichersdorf,95469,Bayern
Speinshart,92676,Bayern
Spelle,48480,Niedersachsen
Spenge,32139,Nordrhein-Westfalen
Spesenroth,56288,Rheinland-Pfalz
Spessart,56746,Rheinland-Pfalz
Speyer,67346,Rheinland-Pfalz
Spiegelau,94518,Bayern
Spiegelberg,71579,Baden-Württemberg
Spiekeroog,26474,Niedersachsen
Spiesen-Elversberg,66583,Saarland
Spiesheim,55288,Rheinland-Pfalz
Spirkelbach,76848,Rheinland-Pfalz
Splietsdorf,18513,Mecklenburg-Vorpommern
Sponheim,55595,Rheinland-Pfalz
Sponholz,17039,Mecklenburg-Vorpommern
Spornitz,19372,Mecklenburg-Vorpommern
Spraitbach,73565,Baden-Württemberg
Spraitbach,73568,Baden-Württemberg
Spraitbach,73577,Baden-Württemberg
Sprakebüll,25917,Schleswig-Holstein
Sprakensehl,29365,Niedersachsen
Spreenhagen,15528,Brandenburg
Spreetal - Sprjewiny Doł,02979,Sachsen
Spreewaldheide,15913,Brandenburg
Spremberg,03130,Brandenburg
Sprendlingen,55576,Rheinland-Pfalz
Springe,31832,Niedersachsen
Sprockhövel,45549,Nordrhein-Westfalen
Sprötau,99610,Thüringen
Stäbelow,18198,Mecklenburg-Vorpommern
Stade,21680,Niedersachsen
Stade,21682,Niedersachsen
Stade,21683,Niedersachsen
Stade,21684,Niedersachsen
Stadecken-Elsheim,55271,Rheinland-Pfalz
Stadelhofen,96187,Bayern
Stadland,26935,Niedersachsen
Stadland,26936,Niedersachsen
Stadland,26937,Niedersachsen
Stadlern,92549,Bayern
Stadtallendorf,35260,Hessen
Stadtbergen,86391,Bayern
Stadthagen,31655,Niedersachsen
Stadtilm,99326,Thüringen
Stadtkyll,54589,Rheinland-Pfalz
Stadtlauringen,97488,Bayern
Stadtlohn,48703,Nordrhein-Westfalen
Stadtoldendorf,37627,Niedersachsen
Stadtprozelten,97909,Bayern
Stadtroda,07646,Thüringen
Stadtsteinach,95346,Bayern
Stadum,25917,Schleswig-Holstein
Staffhorst,27254,Niedersachsen
Stafstedt,24816,Schleswig-Holstein
Stahlberg,67808,Rheinland-Pfalz
Stahlhofen,56412,Rheinland-Pfalz
Stahlhofen am Wiesensee,56459,Rheinland-Pfalz
Stahnsdorf,14532,Brandenburg
Staig,89195,Baden-Württemberg
Stakendorf,24217,Schleswig-Holstein
Stallwang,94375,Bayern
Stammbach,95236,Bayern
Stammham,84533,Bayern
Stammham,85092,Bayern
Stammham,85134,Bayern
Stamsried,93491,Bayern
Standenbühl,67816,Rheinland-Pfalz
Stangheck,24395,Schleswig-Holstein
Stapel,25879,Schleswig-Holstein
Stapelfeld,22145,Schleswig-Holstein
Starkenberg,04617,Thüringen
Starkenburg,56843,Rheinland-Pfalz
Starnberg,82319,Bayern
Starzach,72181,Baden-Württemberg
Staßfurt,39418,Sachsen-Anhalt
Staßfurt,39443,Sachsen-Anhalt
Staßfurt,39446,Sachsen-Anhalt
Stauchitz,01594,Sachsen
Staudach-Egerndach,83224,Bayern
Staudernheim,55568,Rheinland-Pfalz
Staudt,56424,Rheinland-Pfalz
Staufenberg,35460,Hessen
Staufenberg,34355,Niedersachsen
Staufen im Breisgau,79219,Baden-Württemberg
Staven,17039,Mecklenburg-Vorpommern
Stavenhagen,17153,Mecklenburg-Vorpommern
Stavern,49777,Niedersachsen
St. Blasien,79837,Baden-Württemberg
Stebach,56276,Rheinland-Pfalz
Stechlin,16775,Brandenburg
Stechow-Ferchesar,14715,Brandenburg
Stedesand,25920,Schleswig-Holstein
Stedesdorf,26427,Niedersachsen
Steenfeld,25557,Schleswig-Holstein
Steffeln,54597,Rheinland-Pfalz
Steffenberg,35239,Hessen
Steffenshagen,18209,Mecklenburg-Vorpommern
Stegaurach,96135,Bayern
Stegen,79252,Baden-Württemberg
St. Egidien,09356,Sachsen
Steigra,06268,Sachsen-Anhalt
Steimbke,31634,Niedersachsen
Steimel,57614,Rheinland-Pfalz
Stein,24235,Schleswig-Holstein
Stein,90547,Bayern
Steina,01920,Sachsen
Steinach,77790,Baden-Württemberg
Steinach,94377,Bayern
Steinach,96523,Thüringen
Steinalben,66851,Rheinland-Pfalz
Steinau,21775,Niedersachsen
Steinau an der Straße,36396,Hessen
Steinbach,61449,Hessen
Steinbach,56291,Rheinland-Pfalz
Steinbach,37308,Thüringen
Steinbach am Donnersberg,67808,Rheinland-Pfalz
Steinbach am Glan,66909,Rheinland-Pfalz
Steinbach am Wald,96361,Bayern
Steinbach-Hallenberg,98587,Thüringen
Steinberg,08237,Sachsen
Steinberg,24972,Schleswig-Holstein
Steinberg am See,92449,Bayern
Steinbergkirche,24972,Schleswig-Holstein
Stein-Bockenheim,55599,Rheinland-Pfalz
Steinborn,54655,Rheinland-Pfalz
Steinburg,22964,Schleswig-Holstein
Steindorf,82297,Bayern
Steinebach an der Wied,57629,Rheinland-Pfalz
Steinebach/Sieg,57520,Rheinland-Pfalz
Steineberg,54552,Rheinland-Pfalz
Steinefrenz,56414,Rheinland-Pfalz
Steinen,56244,Rheinland-Pfalz
Steinen,79585,Baden-Württemberg
Steinenbronn,71144,Baden-Württemberg
Steineroth,57518,Rheinland-Pfalz
Steinfeld,97854,Bayern
Steinfeld,24888,Schleswig-Holstein
Steinfeld,76889,Rheinland-Pfalz
Steinfeld,49439,Niedersachsen
Steinfurt,48565,Nordrhein-Westfalen
Steingaden,86989,Bayern
Steinhagen,33803,Nordrhein-Westfalen
Steinhagen,18442,Mecklenburg-Vorpommern
Steinhagen,18246,Mecklenburg-Vorpommern
Steinhausen an der Rottum,88416,Baden-Württemberg
Steinheim,32839,Nordrhein-Westfalen
Steinheim am Albuch,73566,Baden-Württemberg
Steinheim am Albuch,89555,Baden-Württemberg
Steinheim an der Murr,71711,Baden-Württemberg
Steinheuterode,37318,Thüringen
Steinhöfel,15518,Brandenburg
Steinhöring,85643,Bayern
Steinhorst,29367,Niedersachsen
Steinhorst,23847,Schleswig-Holstein
Steinigtwolmsdorf,01904,Sachsen
Steiningen,54552,Rheinland-Pfalz
Steinkirchen,21720,Niedersachsen
Steinkirchen,84439,Bayern
Steinmauern,76479,Baden-Württemberg
Stein-Neukirch,56479,Rheinland-Pfalz
Steinreich,15938,Brandenburg
Steinsberg,56379,Rheinland-Pfalz
Steinsfeld,91628,Bayern
Steinweiler,76872,Rheinland-Pfalz
Steinwenden,66879,Rheinland-Pfalz
Steinwiesen,96349,Bayern
Stein-Wingert,57629,Rheinland-Pfalz
Steißlingen,78256,Baden-Württemberg
Stelle,21435,Niedersachsen
Stelle-Wittenwurth,25795,Schleswig-Holstein
Stelzenberg,67705,Rheinland-Pfalz
Stemmen,27389,Niedersachsen
Stemshorn,49448,Niedersachsen
Stemwede,32351,Nordrhein-Westfalen
Stendal,39576,Sachsen-Anhalt
Stepenitztal,23936,Mecklenburg-Vorpommern
Stephanskirchen,83071,Bayern
Stephansposching,94569,Bayern
Sterley,23883,Schleswig-Holstein
Sternberg,19406,Mecklenburg-Vorpommern
Sternenfels,75447,Baden-Württemberg
Sterup,24996,Schleswig-Holstein
Stetten,87778,Bayern
Stetten,67294,Rheinland-Pfalz
Stetten,88719,Baden-Württemberg
Stetten am kalten Markt,72510,Baden-Württemberg
Stettfeld,96188,Bayern
Steyerberg,31595,Niedersachsen
St. Gangloff,07629,Thüringen
St. Georgen im Schwarzwald,78112,Baden-Württemberg
Stiefenhofen,88167,Bayern
Stimpfach,74597,Baden-Württemberg
Stinstedt,21772,Niedersachsen
Stipsdorf,23795,Schleswig-Holstein
Stipshausen,55758,Rheinland-Pfalz
St. Johann,72813,Baden-Württemberg
St. Leon-Rot,68789,Baden-Württemberg
St. Märgen,79274,Baden-Württemberg
Stockach,78333,Baden-Württemberg
Stockelsdorf,23617,Schleswig-Holstein
Stockem,54646,Rheinland-Pfalz
Stockhausen-Illfurth,56472,Rheinland-Pfalz
Stockheim,97640,Bayern
Stockheim,96342,Bayern
Stöckse,31638,Niedersachsen
Stocksee,24326,Schleswig-Holstein
Stockstadt,64589,Hessen
Stockstadt am Main,63811,Bayern
Stockum-Püschen,56459,Rheinland-Pfalz
Stödtlen,73495,Baden-Württemberg
Stoetze,29597,Niedersachsen
Stolberg,52222,Nordrhein-Westfalen
Stolberg,52223,Nordrhein-Westfalen
Stolberg,52224,Nordrhein-Westfalen
Stolk,24890,Schleswig-Holstein
Stollberg/Erzgebirge,09366,Sachsen
Stolpe,24601,Schleswig-Holstein
Stolpe,19372,Mecklenburg-Vorpommern
Stolpe an der Peene,17391,Mecklenburg-Vorpommern
Stolpe auf Usedom,17406,Mecklenburg-Vorpommern
Stolpen,01833,Sachsen
Stoltebüll,24409,Schleswig-Holstein
Stoltenberg,24256,Schleswig-Holstein
Stolzenau,31592,Niedersachsen
Storbeck-Frankendorf,16818,Brandenburg
Stördorf,25554,Schleswig-Holstein
Störkathen,25548,Schleswig-Holstein
Storkow (Mark),15859,Brandenburg
Störnstein,92721,Bayern
Stößen,06667,Sachsen-Anhalt
Stötten a.Auerberg,87675,Bayern
Stöttwang,87677,Bayern
Straelen,47638,Nordrhein-Westfalen
Strahlungen,97618,Bayern
Stralendorf,19073,Mecklenburg-Vorpommern
Stralsund,18435,Mecklenburg-Vorpommern
Stralsund,18437,Mecklenburg-Vorpommern
Stralsund,18439,Mecklenburg-Vorpommern
Strande,24229,Schleswig-Holstein
Strasburg (Uckermark),17335,Mecklenburg-Vorpommern
Straßberg,72479,Baden-Württemberg
Straßenhaus,56587,Rheinland-Pfalz
Straßkirchen,94342,Bayern
Straßlach-Dingharting,82064,Bayern
Straubenhardt,75334,Baden-Württemberg
Straubing,94315,Bayern
Straufhain,98646,Thüringen
Straupitz,15913,Brandenburg
Strausberg,15344,Brandenburg
Straußfurt,99634,Thüringen
Strehla,01616,Sachsen
Streithausen,57629,Rheinland-Pfalz
Strickscheid,54597,Rheinland-Pfalz
Striegistal,09661,Sachsen
Strohkirchen,19230,Mecklenburg-Vorpommern
Strohn,54558,Rheinland-Pfalz
Stromberg,55442,Rheinland-Pfalz
Strotzbüsch,54552,Rheinland-Pfalz
Strübbel,25792,Schleswig-Holstein
Struckum,25821,Schleswig-Holstein
Strukdorf,23815,Schleswig-Holstein
Strullendorf,96129,Bayern
Struppen,01796,Sachsen
Strüth,56357,Rheinland-Pfalz
Struvenhütten,24643,Schleswig-Holstein
Struxdorf,24891,Schleswig-Holstein
Stubben,23847,Schleswig-Holstein
Stubbendorf,18195,Mecklenburg-Vorpommern
Stubenberg,94166,Bayern
Stüdenitz-Schönermark,16845,Brandenburg
Stuer,17209,Mecklenburg-Vorpommern
Stühlingen,79780,Baden-Württemberg
Stuhr,28816,Niedersachsen
Stulln,92551,Bayern
Stürzelbach,57614,Rheinland-Pfalz
Stutensee,76297,Baden-Württemberg
Stuttgart,70173,Baden-Württemberg
Stuttgart,70174,Baden-Württemberg
Stuttgart,70176,Baden-Württemberg
Stuttgart,70178,Baden-Württemberg
Stuttgart,70180,Baden-Württemberg
Stuttgart,70182,Baden-Württemberg
Stuttgart,70184,Baden-Württemberg
Stuttgart,70186,Baden-Württemberg
Stuttgart,70188,Baden-Württemberg
Stuttgart,70190,Baden-Württemberg
Stuttgart,70191,Baden-Württemberg
Stuttgart,70192,Baden-Württemberg
Stuttgart,70193,Baden-Württemberg
Stuttgart,70195,Baden-Württemberg
Stuttgart,70197,Baden-Württemberg
Stuttgart,70199,Baden-Württemberg
Stuttgart,70327,Baden-Württemberg
Stuttgart,70329,Baden-Württemberg
Stuttgart,70372,Baden-Württemberg
Stuttgart,70374,Baden-Württemberg
Stuttgart,70376,Baden-Württemberg
Stuttgart,70378,Baden-Württemberg
Stuttgart,70435,Baden-Württemberg
Stuttgart,70437,Baden-Württemberg
Stuttgart,70439,Baden-Württemberg
Stuttgart,70469,Baden-Württemberg
Stuttgart,70499,Baden-Württemberg
Stuttgart,70563,Baden-Württemberg
Stuttgart,70565,Baden-Württemberg
Stuttgart,70567,Baden-Württemberg
Stuttgart,70569,Baden-Württemberg
Stuttgart,70597,Baden-Württemberg
Stuttgart,70599,Baden-Württemberg
Stuttgart,70619,Baden-Württemberg
Stuttgart,70629,Baden-Württemberg
Stützengrün,08328,Sachsen
Stuvenborn,24641,Schleswig-Holstein
Südbrookmerland,26624,Niedersachsen
Südbrookmerland,26759,Niedersachsen
Südeichsfeld,99976,Thüringen
Südeichsfeld,99988,Thüringen
Süderau,25361,Schleswig-Holstein
Süderbrarup,24392,Schleswig-Holstein
Suderburg,29556,Niedersachsen
Süderdeich,25764,Schleswig-Holstein
Süderdorf,25782,Schleswig-Holstein
Süderende,25938,Schleswig-Holstein
Süderfahrenstedt,24890,Schleswig-Holstein
Südergellersen,21394,Niedersachsen
Süderhackstedt,24852,Schleswig-Holstein
Süderhackstedt,24992,Schleswig-Holstein
Süderhastedt,25727,Schleswig-Holstein
Süderheistedt,25779,Schleswig-Holstein
Süderhöft,25876,Schleswig-Holstein
Süderholz,18516,Mecklenburg-Vorpommern
Süderlügum,25923,Schleswig-Holstein
Südermarsch,25813,Schleswig-Holstein
Südermarsch,25840,Schleswig-Holstein
Südharz,06536,Sachsen-Anhalt
Südheide,29303,Niedersachsen
Südheide,29320,Niedersachsen
Südheide,29345,Niedersachsen
Südliches Anhalt,06369,Sachsen-Anhalt
Südliches Anhalt,06386,Sachsen-Anhalt
Südliches Anhalt,06388,Sachsen-Anhalt
Südlohn,46354,Nordrhein-Westfalen
Südmüritz,17207,Mecklenburg-Vorpommern
Sudwalde,27257,Niedersachsen
Sugenheim,91438,Bayern
Sugenheim,91484,Bayern
Suhl,98527,Thüringen
Suhl,98528,Thüringen
Suhl,98529,Thüringen
Suhlendorf,29562,Niedersachsen
Sukow,19079,Mecklenburg-Vorpommern
Sukow-Levitzow,17168,Mecklenburg-Vorpommern
Sülfeld,23845,Schleswig-Holstein
Sülfeld,23867,Schleswig-Holstein
Sulingen,27232,Niedersachsen
Sülm,54636,Rheinland-Pfalz
Sülstorf,19077,Mecklenburg-Vorpommern
Sulza,07751,Thüringen
Sulz am Neckar,72172,Baden-Württemberg
Sulzbach,65843,Hessen
Sulzbach,56379,Rheinland-Pfalz
Sulzbach,55758,Rheinland-Pfalz
Sulzbach am Main,63834,Bayern
Sulzbach an der Murr,71560,Baden-Württemberg
Sulzbach-Laufen,74429,Baden-Württemberg
Sulzbach-Rosenberg,92237,Bayern
Sulzbach/Saar,66280,Saarland
Sulzbachtal,67734,Rheinland-Pfalz
Sulzberg,87477,Bayern
Sulzburg,79295,Baden-Württemberg
Sulzdorf a.d.Lederhecke,97528,Bayern
Sulzemoos,85254,Bayern
Sulzemoos,85259,Bayern
Sülzetal,39171,Sachsen-Anhalt
Sulzfeld,97633,Bayern
Sulzfeld,75056,Baden-Württemberg
Sülzfeld,98617,Thüringen
Sulzfeld am Main,97320,Bayern
Sulzheim,97529,Bayern
Sulzheim,55286,Rheinland-Pfalz
Sulzthal,97717,Bayern
Sünching,93104,Bayern
Sundern,59846,Nordrhein-Westfalen
Sundhagen,18519,Mecklenburg-Vorpommern
Sundhausen,99947,Thüringen
Süpplingen,38373,Niedersachsen
Süpplingenburg,38376,Niedersachsen
Surberg,83362,Bayern
Surwold,26903,Niedersachsen
Süsel,23701,Schleswig-Holstein
Süßen,73079,Baden-Württemberg
Sustrum,49762,Niedersachsen
Suthfeld,31555,Niedersachsen
Swisttal,53913,Nordrhein-Westfalen
Sydower Fließ,16230,Brandenburg
Syke,28857,Niedersachsen
Sylt,25980,Schleswig-Holstein
Syrgenstein,89428,Bayern
Taarstedt,24893,Schleswig-Holstein
Taben-Rodt,54441,Rheinland-Pfalz
Tacherting,83342,Bayern
Taching am See,83373,Bayern
Tackesdorf,24797,Schleswig-Holstein
Tackesdorf,25585,Schleswig-Holstein
Täferrot,73527,Baden-Württemberg
Tagmersheim,86704,Bayern
Talheim,74388,Baden-Württemberg
Talheim,78607,Baden-Württemberg
Talkau,21493,Schleswig-Holstein
Talling,54426,Rheinland-Pfalz
Tambach-Dietharz,99897,Thüringen
Tamm,71732,Baden-Württemberg
Tangerhütte,39517,Sachsen-Anhalt
Tangerhütte,39579,Sachsen-Anhalt
Tangermünde,39590,Sachsen-Anhalt
Tangstedt,25499,Schleswig-Holstein
Tangstedt,22889,Schleswig-Holstein
Tann,36142,Hessen
Tann,84367,Bayern
Tanna,07922,Thüringen
Tannenberg,09468,Sachsen
Tännesberg,92723,Bayern
Tannhausen,73497,Baden-Württemberg
Tannheim,88459,Baden-Württemberg
Tantow,16307,Brandenburg
Tapfheim,86660,Bayern
Tappenbeck,38479,Niedersachsen
Tappendorf,24594,Schleswig-Holstein
Tarbek,24619,Schleswig-Holstein
Tarmstedt,27412,Niedersachsen
Tarnow,18249,Mecklenburg-Vorpommern
Tarp,24963,Schleswig-Holstein
Tasdorf,24536,Schleswig-Holstein
Tastrup,24943,Schleswig-Holstein
Tastungen,37339,Thüringen
Tating,25881,Schleswig-Holstein
Tauberbischofsheim,97941,Baden-Württemberg
Tauberrettersheim,97285,Bayern
Taucha,04425,Sachsen
Tauche,15848,Brandenburg
Tauer,03185,Brandenburg
Taufkirchen,82024,Bayern
Taufkirchen,84416,Bayern
Taufkirchen,84574,Bayern
Taunusstein,65232,Hessen
Taura,09249,Sachsen
Tautenburg,07778,Thüringen
Tautendorf,07646,Thüringen
Tautenhain,07639,Thüringen
Tawern,54456,Rheinland-Pfalz
Techelsdorf,24220,Schleswig-Holstein
Techentin,19399,Mecklenburg-Vorpommern
Tecklenburg,49545,Nordrhein-Westfalen
Tegau,07907,Thüringen
Tegernheim,93105,Bayern
Tegernsee,83684,Bayern
Teichland,03185,Brandenburg
Teichwitz,07570,Thüringen
Teisendorf,83317,Bayern
Teisendorf,83364,Bayern
Teising,84576,Bayern
Teisnach,94244,Bayern
Teistungen,37339,Thüringen
Teldau,19273,Mecklenburg-Vorpommern
Telgte,48291,Nordrhein-Westfalen
Tellig,56858,Rheinland-Pfalz
Tellingstedt,25782,Schleswig-Holstein
Teltow,14513,Brandenburg
Temmels,54441,Rheinland-Pfalz
Temmen-Ringenwalde,17268,Brandenburg
Temnitzquell,16818,Brandenburg
Temnitztal,16845,Brandenburg
Templin,17268,Brandenburg
Tengen,78250,Baden-Württemberg
Teningen,79312,Baden-Württemberg
Teningen,79331,Baden-Württemberg
Tensbüttel-Röst,25767,Schleswig-Holstein
Tensfeld,23824,Schleswig-Holstein
Teschenmoschel,67806,Rheinland-Pfalz
Tespe,21395,Niedersachsen
Tessin,18195,Mecklenburg-Vorpommern
Tessin b. Boizenburg,19258,Mecklenburg-Vorpommern
Testorf-Steinfort,23936,Mecklenburg-Vorpommern
Tetenbüll,25882,Schleswig-Holstein
Tetenhusen,24817,Schleswig-Holstein
Teterow,17166,Mecklenburg-Vorpommern
Tettau,96355,Bayern
Tettau,01945,Brandenburg
Tettenweis,94167,Bayern
Tettnang,88069,Baden-Württemberg
Tettnang,88079,Baden-Württemberg
Teublitz,93158,Bayern
Teuchern,06682,Sachsen-Anhalt
Teugn,93356,Bayern
Teunz,92552,Bayern
Teupitz,15755,Brandenburg
Teuschnitz,96358,Bayern
Teutschenthal,06179,Sachsen-Anhalt
Thaden,25557,Schleswig-Holstein
Thaining,86943,Bayern
Thale,06502,Sachsen-Anhalt
Thaleischweiler-Fröschen,66987,Rheinland-Pfalz
Thalfang,54424,Rheinland-Pfalz
Thalhausen,56584,Rheinland-Pfalz
Thalheim/Erzgebirge,09380,Sachsen
Thallichtenberg,66871,Rheinland-Pfalz
Thallwitz,04808,Sachsen
Thalmassing,93107,Bayern
Thalmässing,91177,Bayern
Thalwenden,37318,Thüringen
Thandorf,19217,Mecklenburg-Vorpommern
Thannhausen,86470,Bayern
Thanstein,92554,Bayern
Tharandt,01737,Sachsen
Thedinghausen,27321,Niedersachsen
Theilenhofen,91741,Bayern
Theilheim,97288,Bayern
Theisbergstegen,66871,Rheinland-Pfalz
Theisseil,92637,Bayern
Thelkow,18195,Mecklenburg-Vorpommern
Themar,98660,Thüringen
Theres,97531,Bayern
Thermalbad Wiesenbad,09488,Sachsen
Theuma,08541,Sachsen
Thiendorf,01561,Sachsen
Thierhaupten,86672,Bayern
Thierschneck,07774,Thüringen
Thiersheim,95707,Bayern
Thierstein,95199,Bayern
Tholey,66636,Saarland
Thomasburg,21401,Niedersachsen
Thomm,54317,Rheinland-Pfalz
Thonhausen,04626,Thüringen
Thörlingen,56291,Rheinland-Pfalz
Thörnich,54340,Rheinland-Pfalz
Thuine,49832,Niedersachsen
Thulendorf,18184,Mecklenburg-Vorpommern
Thum,09419,Sachsen
Thumby,24351,Schleswig-Holstein
Thundorf i.UFr.,97711,Bayern
Thüngen,97289,Bayern
Thüngersheim,97291,Bayern
Thür,56743,Rheinland-Pfalz
Thürkow,17168,Mecklenburg-Vorpommern
Thurmansbang,94169,Bayern
Thurnau,95349,Bayern
Thyrnau,94136,Bayern
Tiddische,38473,Niedersachsen
Tiefenbach,84184,Bayern
Tiefenbach,94113,Bayern
Tiefenbach,93464,Bayern
Tiefenbach,55471,Rheinland-Pfalz
Tiefenbach,88422,Baden-Württemberg
Tiefenbronn,75233,Baden-Württemberg
Tiefenthal,55546,Rheinland-Pfalz
Tiefenthal,67311,Rheinland-Pfalz
Tielen,24803,Schleswig-Holstein
Tielenhemme,25794,Schleswig-Holstein
Timmaspe,24644,Schleswig-Holstein
Timmendorfer Strand,23669,Schleswig-Holstein
Tinningstedt,25917,Schleswig-Holstein
Tirpersdorf,08606,Sachsen
Tirschenreuth,95643,Bayern
Tissa,07646,Thüringen
Tiste,27419,Niedersachsen
Titisee-Neustadt,79822,Baden-Württemberg
Titting,85135,Bayern
Tittling,94104,Bayern
Tittmoning,84529,Bayern
Titz,52445,Nordrhein-Westfalen
Toddin,19230,Mecklenburg-Vorpommern
Todenbüttel,24819,Schleswig-Holstein
Todendorf,22965,Schleswig-Holstein
Todenroth,55481,Rheinland-Pfalz
Todesfelde,23826,Schleswig-Holstein
Todtenweis,86447,Bayern
Todtmoos,79682,Baden-Württemberg
Todtnau,79674,Baden-Württemberg
Töging a.Inn,84513,Bayern
Tolk,24894,Schleswig-Holstein
Tömmelsdorf,07819,Thüringen
Tönisvorst,47918,Nordrhein-Westfalen
Tonna,99958,Thüringen
Tonndorf,99438,Thüringen
Tönning,25832,Schleswig-Holstein
Töpen,95183,Bayern
Topfstedt,99718,Thüringen
Toppenstedt,21442,Niedersachsen
Torgau,04860,Sachsen
Torgau,04861,Sachsen
Torgelow,17358,Mecklenburg-Vorpommern
Torgelow am See,17192,Mecklenburg-Vorpommern
Tornesch,25436,Schleswig-Holstein
Tostedt,21255,Niedersachsen
Tosterglope,21371,Niedersachsen
Tottleben,99947,Thüringen
Traben-Trarbach,56841,Rheinland-Pfalz
Trabitz,92724,Bayern
Train,93358,Bayern
Traisen,55595,Rheinland-Pfalz
Traitsching,93455,Bayern
Tramm,19089,Mecklenburg-Vorpommern
Tramm,21516,Schleswig-Holstein
Trappenkamp,24610,Schleswig-Holstein
Trappstadt,97633,Bayern
Trassem,54441,Rheinland-Pfalz
Trassenheide,17449,Mecklenburg-Vorpommern
Traunreut,83301,Bayern
Traunreut,83368,Bayern
Traunreut,83371,Bayern
Traunreut,83374,Bayern
Traunstein,83278,Bayern
Trausnitz,92555,Bayern
Trautskirchen,90619,Bayern
Travenbrück,23843,Schleswig-Holstein
Travenhorst,23827,Schleswig-Holstein
Traventhal,23795,Schleswig-Holstein
Trebbin,14959,Brandenburg
Trebel,29494,Niedersachsen
Treben,04617,Thüringen
Trebendorf - Trjebin,02959,Sachsen
Trebgast,95367,Bayern
Trebra,99718,Thüringen
Trebsen/Mulde,04687,Sachsen
Trebur,65468,Hessen
Trechtingshausen,55413,Rheinland-Pfalz
Treffelstein,93492,Bayern
Treffurt,99830,Thüringen
Treia,24896,Schleswig-Holstein
Treis-Karden,56253,Rheinland-Pfalz
Tremsbüttel,22967,Schleswig-Holstein
Trendelburg,34388,Hessen
Trennewurth,25693,Schleswig-Holstein
Trent,18569,Mecklenburg-Vorpommern
Treplin,15236,Brandenburg
Treuchtlingen,91757,Bayern
Treuen,08233,Sachsen
Treuenbrietzen,14929,Brandenburg
Triberg im Schwarzwald,78098,Baden-Württemberg
Tribsees,18465,Mecklenburg-Vorpommern
Triebel,08606,Sachsen
Triefenstein,97855,Bayern
Trier,54290,Rheinland-Pfalz
Trier,54292,Rheinland-Pfalz
Trier,54293,Rheinland-Pfalz
Trier,54294,Rheinland-Pfalz
Trier,54295,Rheinland-Pfalz
Trier,54296,Rheinland-Pfalz
Trierscheid,53520,Rheinland-Pfalz
Trierweiler,54311,Rheinland-Pfalz
Triftern,84371,Bayern
Triglitz,16949,Brandenburg
Trimbs,56753,Rheinland-Pfalz
Trimport,54636,Rheinland-Pfalz
Trinwillershagen,18320,Mecklenburg-Vorpommern
Trippstadt,67705,Rheinland-Pfalz
Triptis,07819,Thüringen
Trittau,22946,Schleswig-Holstein
Trittenheim,54349,Rheinland-Pfalz
Tröbitz,03253,Brandenburg
Tröbnitz,07646,Thüringen
Tröchtelborn,99869,Thüringen
Trochtelfingen,72818,Baden-Württemberg
Trockenborn-Wolfersdorf,07646,Thüringen
Trogen,95183,Bayern
Troisdorf,53840,Nordrhein-Westfalen
Troisdorf,53842,Nordrhein-Westfalen
Troisdorf,53844,Nordrhein-Westfalen
Trollenhagen,17039,Mecklenburg-Vorpommern
Tröndel,24321,Schleswig-Holstein
Trossin,04880,Sachsen
Trossingen,78647,Baden-Württemberg
Tröstau,95709,Bayern
Trostberg,83308,Bayern
Trulben,66957,Rheinland-Pfalz
Trunkelsberg,87779,Bayern
Tschernitz,03130,Brandenburg
Tschirn,96367,Bayern
Tübingen,72070,Baden-Württemberg
Tübingen,72072,Baden-Württemberg
Tübingen,72074,Baden-Württemberg
Tübingen,72076,Baden-Württemberg
Tuchenbach,90587,Bayern
Tülau,38474,Niedersachsen
Tümlauer Koog,25881,Schleswig-Holstein
Tunau,79677,Baden-Württemberg
Tuningen,78609,Baden-Württemberg
Tuntenhausen,83104,Bayern
Türkenfeld,82299,Bayern
Türkheim,86842,Bayern
Turnow-Preilack,03185,Brandenburg
Tussenhausen,86874,Bayern
Tüßling,84577,Bayern
Tutow,17129,Mecklenburg-Vorpommern
Tüttendorf,24214,Schleswig-Holstein
Tüttleben,99869,Thüringen
Tuttlingen,78532,Baden-Württemberg
Tutzing,82327,Bayern
Tützpatz,17091,Mecklenburg-Vorpommern
Twedt,24894,Schleswig-Holstein
Twist,49767,Niedersachsen
